type_id,ref_term,category,subcategory,confidence,resolution_method,geographic_region,manual_hints,coordinates,claude_analysis
1,Namibian,geographic,country,0.95,demonym_lookup,Namibia,,,
1,Nenets,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Arctic,,,
1,Norwegian,linguistic,language,0.9,,,,,
1,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,,,
1,Palestinian,geographic,disputed_territory,0.95,claude_geographic_knowledge,Palestine/Israel,Likely demonym/nationality,"(31.9, 35.2)",Country demonym for Palestine/Israel
1,Paraguayan,geographic,country,0.95,claude_geographic_knowledge,Paraguay,Likely demonym/nationality,"(-23.4, -58.4)",Country demonym for Paraguay
1,Polish,linguistic,language,0.9,,,,,
1,Polish,linguistic,language,0.9,,,,,
1,Portuguese,linguistic,language,0.9,,,,,
1,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1,Russian,geographic,country,0.9,,,,,
1,Russian,geographic,country,0.9,,,,,
1,Slovakian,geographic,country,0.9,,,,,
1,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1,Sorbian,linguistic,slavic_minority,0.9,claude_linguistic_knowledge,Lusatia/Germany-Poland,Likely demonym/nationality,"(51.5, 14.3)",Language/linguistic group from Lusatia/Germany-Poland
1,South African,geographic,region,0.8,,,,,
1,South American,geographic,region,0.8,,,,,
1,Spanish,linguistic,language,0.9,,,,,
1,Sri Lankan,geographic,country,0.95,claude_geographic_knowledge,Sri Lanka,Likely demonym/nationality,"(7.9, 80.8)",Country demonym for Sri Lanka
1,Sudanese,geographic,country,0.9,,,,,
1,Swedish,linguistic,language,0.9,,,,,
1,Syrjanian,linguistic,uralic_language,0.9,claude_linguistic_knowledge,Komi Republic/Russia,Likely demonym/nationality,"(64.0, 54.0)",Language/linguistic group from Komi Republic/Russia
1,Tatar,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Tatarstan/Russia & Central Asia,No obvious patterns,"(55.8, 49.1)",Ethnic/tribal group from Tatarstan/Russia & Central Asia
1,Turkish,linguistic,language,0.9,,,,,
1,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1,Uzbek,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Uzbekistan & Central Asia,No obvious patterns,"(41.4, 64.6)",Ethnic/tribal group from Uzbekistan & Central Asia
1,Votyak,linguistic,uralic_language,0.9,claude_linguistic_knowledge,Udmurt Republic/Russia,No obvious patterns,"(57.0, 53.0)",Language/linguistic group from Udmurt Republic/Russia
1,Wepsian,linguistic,uralic_language,0.9,claude_linguistic_knowledge,Karelia/Russia-Finland,Likely demonym/nationality,"(61.8, 34.3)",Language/linguistic group from Karelia/Russia-Finland
1,Wotian,linguistic,uralic_language,0.9,claude_linguistic_knowledge,Estonia/Ingria,Likely demonym/nationality,"(59.4, 24.8)",Language/linguistic group from Estonia/Ingria
1,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,,,
10***,Algerian,geographic,country,0.9,,,,,
10***,Indian,geographic,country,0.9,,,,,
10***,Moroccan,geographic,country,0.95,claude_geographic_knowledge,Morocco,Likely demonym/nationality,"(31.8, -7.1)",Country demonym for Morocco
10***,Norwegian,linguistic,language,0.9,,,,,
10***,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
10***,Serbian,geographic,country,0.9,,,,,
10***,Spanish,linguistic,language,0.9,,,,,
10***,Tuva,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Tuva/Russia,No obvious patterns,"(51.7, 94.4)",Ethnic/tribal group from Tuva/Russia
100,Algerian,geographic,country,0.9,,,,,
100,Argentine,geographic,country,0.95,demonym_lookup,Argentina,,,
100,Byelorussian,geographic,country,0.9,,,,,
100,Cheremis/Mari,unknown,unclassified,0.1,claude_analysis_inconclusive,,Similar to Cheremis (Russia/Mari El); Similar to Mari (Russia/Mari El),,"Could not definitively categorize 'Cheremis/Mari' - may be archaic term, variant spelling, or highly specific local reference"
100,Croatian,geographic,country,0.9,,,,,
100,Czech,geographic,country,0.9,,,,,
100,Estonian,geographic,country,0.9,,,,,
100,Finnish,linguistic,language,0.9,,,,,
100,French,linguistic,language,0.9,,,,,
100,German,linguistic,language,0.9,,,,,
100,Greek,linguistic,language,0.9,,,,,
100,Hungarian,linguistic,language,0.9,,,,,
100,Indian,geographic,country,0.9,,,,,
100,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
100,Latvian,geographic,country,0.9,,,,,
100,Lithuanian,geographic,country,0.9,,,,,
100,Mexican,geographic,country,0.95,demonym_lookup,Mexico,,,
100,Moroccan,geographic,country,0.95,claude_geographic_knowledge,Morocco,Likely demonym/nationality,"(31.8, -7.1)",Country demonym for Morocco
100,Oman,unknown,unclassified,0.1,claude_analysis_inconclusive,,Similar to Romani (Europe (dispersed)); Likely demonym/nationality,,"Could not definitively categorize 'Oman' - may be archaic term, variant spelling, or highly specific local reference"
100,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,,,
100,Russian,geographic,country,0.9,,,,,
100,Serbian,geographic,country,0.9,,,,,
100,Slovakian,geographic,country,0.9,,,,,
100,Spanish,linguistic,language,0.9,,,,,
100,Tatar,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Tatarstan/Russia & Central Asia,No obvious patterns,"(55.8, 49.1)",Ethnic/tribal group from Tatarstan/Russia & Central Asia
100,Tibetan,geographic,country,0.9,,,,,
100,Turkmen,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Turkmenistan & Central Asia,No obvious patterns,"(38.9, 59.6)",Ethnic/tribal group from Turkmenistan & Central Asia
100,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1000,Algerian,geographic,country,0.9,,,,,
1000,Argentine,geographic,country,0.95,demonym_lookup,Argentina,,,
1000,Austrian,geographic,country,0.9,,,,,
1000,Basque,ethnic_tribal,group,0.7,,,,,
1000,Brazilian,geographic,country,0.9,,,,,
1000,Bulgarian,geographic,country,0.9,,,,,
1000,Burmese,linguistic,language,0.9,,,,,
1000,Byelorussian,geographic,country,0.9,,,,,
1000,Cape Verdian,geographic,country,0.95,claude_geographic_knowledge,Cape Verde,Likely demonym/nationality,"(16.0, -24.0)",Country demonym for Cape Verde
1000,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1000,Chilean,geographic,country,0.9,,,,,
1000,Chinese,linguistic,language,0.9,,,,,
1000,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,,,
1000,Czech,geographic,country,0.9,,,,,
1000,Danish,linguistic,language,0.9,,,,,
1000,Dominican,geographic,country,0.95,claude_geographic_knowledge,Dominican Republic,Likely demonym/nationality,"(18.7, -70.2)",Country demonym for Dominican Republic
1000,Dutch,linguistic,language,0.9,,,,,
1000,Egyptian,geographic,country,0.9,,,,,
1000,English,linguistic,language,0.9,,,,,
1000,Estonian,geographic,country,0.9,,,,,
1000,Finnish,linguistic,language,0.9,,,,,
1000,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1000,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1000,German,linguistic,language,0.9,,,,,
1000,Greek,linguistic,language,0.9,,,,,
1000,Gypsy,ethnic_tribal,group,0.7,,,,,
1000,Hungarian,linguistic,language,0.9,,,,,
1000,Icelandic,geographic,country,0.9,,,,,
1000,Indian,geographic,country,0.9,,,,,
1000,Indonesian,geographic,country,0.9,,,,,
1000,Iranian,geographic,country,0.9,,,,,
1000,Iraqi,geographic,country,0.9,,,,,
1000,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1000,Italian,linguistic,language,0.9,,,,,
1000,Jewish,religious,religion,0.9,,,,,
1000,Kalmyk,ethnic_tribal,mongolic_people,0.88,claude_ethnographic_knowledge,Kalmykia/Russia,No obvious patterns,"(46.3, 44.3)",Ethnic/tribal group from Kalmykia/Russia
1000,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,,,
1000,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1000,Latvian,geographic,country,0.9,,,,,
1000,Lebanese,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Lebanese' - may be archaic term, variant spelling, or highly specific local reference"
1000,Libyan,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Libyan' - may be archaic term, variant spelling, or highly specific local reference"
1000,Lithuanian,geographic,country,0.9,,,,,
1000,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1000,Mongolian,geographic,country,0.9,,,,,
1000,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,,,
1000,North American Indian,geographic,country,0.9,,,,,
1000,Oman,unknown,unclassified,0.1,claude_analysis_inconclusive,,Similar to Romani (Europe (dispersed)); Likely demonym/nationality,,"Could not definitively categorize 'Oman' - may be archaic term, variant spelling, or highly specific local reference"
1000,Pakistani,geographic,country,0.9,,,,,
1000,Persian Gulf,linguistic,language,0.9,,,,,
1000,Polish,linguistic,language,0.9,,,,,
1000,Portuguese,linguistic,language,0.9,,,,,
1000,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1000,Qatar,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Qatar' - may be archaic term, variant spelling, or highly specific local reference"
1000,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1000,Russian,geographic,country,0.9,,,,,
1000,Saudi Arabian,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Saudi Arabian' - may be archaic term, variant spelling, or highly specific local reference"
1000,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1000,Siberian,geographic,region,0.8,,,,,
1000,Slovakian,geographic,country,0.9,,,,,
1000,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1000,Sorbian,linguistic,slavic_minority,0.9,claude_linguistic_knowledge,Lusatia/Germany-Poland,Likely demonym/nationality,"(51.5, 14.3)",Language/linguistic group from Lusatia/Germany-Poland
1000,Spanish,linguistic,language,0.9,,,,,
1000,Sri Lankan,geographic,country,0.95,claude_geographic_knowledge,Sri Lanka,Likely demonym/nationality,"(7.9, 80.8)",Country demonym for Sri Lanka
1000,Sudanese,geographic,country,0.9,,,,,
1000,Swedish,linguistic,language,0.9,,,,,
1000,Syrian,geographic,country,0.9,,,,,
1000,Tadzhik,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Tadzhik' - may be archaic term, variant spelling, or highly specific local reference"
1000,Tatar,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Tatarstan/Russia & Central Asia,No obvious patterns,"(55.8, 49.1)",Ethnic/tribal group from Tatarstan/Russia & Central Asia
1000,Turkish,linguistic,language,0.9,,,,,
1000,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1000,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1000,Wepsian,linguistic,uralic_language,0.9,claude_linguistic_knowledge,Karelia/Russia-Finland,Likely demonym/nationality,"(61.8, 34.3)",Language/linguistic group from Karelia/Russia-Finland
1000,West Indies,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'West Indies' - may be archaic term, variant spelling, or highly specific local reference"
1001,Finnish,linguistic,language,0.9,,,,,
1001,Swedish,linguistic,language,0.9,,,,,
1001,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1002,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1002,Chinese,linguistic,language,0.9,,,,,
1002,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,,,
1002,Croatian,geographic,country,0.9,,,,,
1002,Czech,geographic,country,0.9,,,,,
1002,Danish,linguistic,language,0.9,,,,,
1002,Dutch,linguistic,language,0.9,,,,,
1002,English,linguistic,language,0.9,,,,,
1002,Finnish,linguistic,language,0.9,,,,,
1002,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1002,French,linguistic,language,0.9,,,,,
1002,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1002,German,linguistic,language,0.9,,,,,
1002,Greek,linguistic,language,0.9,,,,,
1002,Gypsy,ethnic_tribal,group,0.7,,,,,
1002,Hungarian,linguistic,language,0.9,,,,,
1002,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1002,Italian,linguistic,language,0.9,,,,,
1002,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1002,Latvian,geographic,country,0.9,,,,,
1002,Lithuanian,geographic,country,0.9,,,,,
1002,Norwegian,linguistic,language,0.9,,,,,
1002,Polish,linguistic,language,0.9,,,,,
1002,Russian,geographic,country,0.9,,,,,
1002,Slovakian,geographic,country,0.9,,,,,
1002,Spanish,linguistic,language,0.9,,,,,
1002,Sri Lankan,geographic,country,0.95,claude_geographic_knowledge,Sri Lanka,Likely demonym/nationality,"(7.9, 80.8)",Country demonym for Sri Lanka
1002,Swedish,linguistic,language,0.9,,,,,
1002,Syrian,geographic,country,0.9,,,,,
1002,Tadzhik,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Tadzhik' - may be archaic term, variant spelling, or highly specific local reference"
1003,Argentine,geographic,country,0.95,demonym_lookup,Argentina,,,
1003,Bulgarian,geographic,country,0.9,,,,,
1003,Byelorussian,geographic,country,0.9,,,,,
1003,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1003,Cheremis/Mari,unknown,unclassified,0.1,claude_analysis_inconclusive,,Similar to Cheremis (Russia/Mari El); Similar to Mari (Russia/Mari El),,"Could not definitively categorize 'Cheremis/Mari' - may be archaic term, variant spelling, or highly specific local reference"
1003,Chilean,geographic,country,0.9,,,,,
1003,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,,,
1003,Czech,geographic,country,0.9,,,,,
1003,Danish,linguistic,language,0.9,,,,,
1003,Estonian,geographic,country,0.9,,,,,
1003,Finnish,linguistic,language,0.9,,,,,
1003,German,linguistic,language,0.9,,,,,
1003,Gypsy,ethnic_tribal,group,0.7,,,,,
1003,Hungarian,linguistic,language,0.9,,,,,
1003,Icelandic,geographic,country,0.9,,,,,
1003,Indian,geographic,country,0.9,,,,,
1003,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1003,Jewish,religious,religion,0.9,,,,,
1003,Latvian,geographic,country,0.9,,,,,
1003,Lithuanian,geographic,country,0.9,,,,,
1003,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,,,
1003,Norwegian,linguistic,language,0.9,,,,,
1003,Pakistani,geographic,country,0.9,,,,,
1003,Panamanian,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Panamanian' - may be archaic term, variant spelling, or highly specific local reference"
1003,Polish,linguistic,language,0.9,,,,,
1003,Portuguese,linguistic,language,0.9,,,,,
1003,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1003,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1003,Russian,geographic,country,0.9,,,,,
1003,Siberian,geographic,region,0.8,,,,,
1003,Slovakian,geographic,country,0.9,,,,,
1003,Spanish,linguistic,language,0.9,,,,,
1003,Swedish,linguistic,language,0.9,,,,,
1003,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1004,African American,geographic,region,0.8,,,,,
1004,Algerian,geographic,country,0.9,,,,,
1004,Argentine,geographic,country,0.95,demonym_lookup,Argentina,,,
1004,Austrian,geographic,country,0.9,,,,,
1004,Basque,ethnic_tribal,group,0.7,,,,,
1004,Brazilian,geographic,country,0.9,,,,,
1004,Bulgarian,geographic,country,0.9,,,,,
1004,Burmese,linguistic,language,0.9,,,,,
1004,Cape Verdian,geographic,country,0.95,claude_geographic_knowledge,Cape Verde,Likely demonym/nationality,"(16.0, -24.0)",Country demonym for Cape Verde
1004,Chinese,linguistic,language,0.9,,,,,
1004,Czech,geographic,country,0.9,,,,,
1004,Danish,linguistic,language,0.9,,,,,
1004,Dutch,linguistic,language,0.9,,,,,
1004,East African,geographic,region,0.8,,,,,
1004,Estonian,geographic,country,0.9,,,,,
1004,Finnish,linguistic,language,0.9,,,,,
1004,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1004,French,linguistic,language,0.9,,,,,
1004,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1004,German,linguistic,language,0.9,,,,,
1004,Greek,linguistic,language,0.9,,,,,
1004,Guatemalan,geographic,country,0.9,,,,,
1004,Icelandic,geographic,country,0.9,,,,,
1004,Indian,geographic,country,0.9,,,,,
1004,Indonesian,geographic,country,0.9,,,,,
1004,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1004,Italian,linguistic,language,0.9,,,,,
1004,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1004,Latvian,geographic,country,0.9,,,,,
1004,Lithuanian,geographic,country,0.9,,,,,
1004,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,,,
1004,Mexican,geographic,country,0.95,demonym_lookup,Mexico,,,
1004,North American Indian,geographic,country,0.9,,,,,
1004,Norwegian,linguistic,language,0.9,,,,,
1004,Portuguese,linguistic,language,0.9,,,,,
1004,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1004,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1004,Russian,geographic,country,0.9,,,,,
1004,Siberian,geographic,region,0.8,,,,,
1004,Slovakian,geographic,country,0.9,,,,,
1004,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1004,Sorbian,linguistic,slavic_minority,0.9,claude_linguistic_knowledge,Lusatia/Germany-Poland,Likely demonym/nationality,"(51.5, 14.3)",Language/linguistic group from Lusatia/Germany-Poland
1004,Spanish,linguistic,language,0.9,,,,,
1004,Sudanese,geographic,country,0.9,,,,,
1004,Swedish,linguistic,language,0.9,,,,,
1004,Turkish,linguistic,language,0.9,,,,,
1004,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1004,West Indies,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'West Indies' - may be archaic term, variant spelling, or highly specific local reference"
1005,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1005,Croatian,geographic,country,0.9,,,,,
1005,Czech,geographic,country,0.9,,,,,
1005,Danish,linguistic,language,0.9,,,,,
1005,Finnish,linguistic,language,0.9,,,,,
1005,French,linguistic,language,0.9,,,,,
1005,German,linguistic,language,0.9,,,,,
1005,Gypsy,ethnic_tribal,group,0.7,,,,,
1005,Hungarian,linguistic,language,0.9,,,,,
1005,Icelandic,geographic,country,0.9,,,,,
1005,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1005,Jewish,religious,religion,0.9,,,,,
1005,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1005,Norwegian,linguistic,language,0.9,,,,,
1005,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1005,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1005,Slovakian,geographic,country,0.9,,,,,
1005,Spanish,linguistic,language,0.9,,,,,
1005,Swedish,linguistic,language,0.9,,,,,
1006,Danish,linguistic,language,0.9,,,,,
1006,English,linguistic,language,0.9,,,,,
1006,Estonian,geographic,country,0.9,,,,,
1006,Faeroese,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Faeroese' - may be archaic term, variant spelling, or highly specific local reference"
1006,Finnish,linguistic,language,0.9,,,,,
1006,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1006,German,linguistic,language,0.9,,,,,
1006,Greek,linguistic,language,0.9,,,,,
1006,Guatemalan,geographic,country,0.9,,,,,
1006,Gypsy,ethnic_tribal,group,0.7,,,,,
1006,Icelandic,geographic,country,0.9,,,,,
1006,Indian,geographic,country,0.9,,,,,
1006,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1006,Italian,linguistic,language,0.9,,,,,
1006,Jewish,religious,religion,0.9,,,,,
1006,Latvian,geographic,country,0.9,,,,,
1006,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1006,Mexican,geographic,country,0.95,demonym_lookup,Mexico,,,
1006,Norwegian,linguistic,language,0.9,,,,,
1006,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1006,Siberian,geographic,region,0.8,,,,,
1006,Slovakian,geographic,country,0.9,,,,,
1006,Spanish,linguistic,language,0.9,,,,,
1006,Swedish,linguistic,language,0.9,,,,,
1006,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1006*,Armenian,geographic,country,0.9,,,,,
1006*,Austrian,geographic,country,0.9,,,,,
1006*,Bulgarian,geographic,country,0.9,,,,,
1006*,Byelorussian,geographic,country,0.9,,,,,
1006*,German,linguistic,language,0.9,,,,,
1006*,Gypsy,ethnic_tribal,group,0.7,,,,,
1006*,Hungarian,linguistic,language,0.9,,,,,
1006*,Latvian,geographic,country,0.9,,,,,
1006*,Lithuanian,geographic,country,0.9,,,,,
1006*,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,,,
1006*,Russian,geographic,country,0.9,,,,,
1006*,Siberian,geographic,region,0.8,,,,,
1006*,Sorbian,linguistic,slavic_minority,0.9,claude_linguistic_knowledge,Lusatia/Germany-Poland,Likely demonym/nationality,"(51.5, 14.3)",Language/linguistic group from Lusatia/Germany-Poland
1006*,Tatar,ethnic_tribal,turkic_people,0.88,claude_ethnographic_knowledge,Tatarstan/Russia & Central Asia,No obvious patterns,"(55.8, 49.1)",Ethnic/tribal group from Tatarstan/Russia & Central Asia
1006*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1007,Argentine,geographic,country,0.95,demonym_lookup,Argentina,,,
1007,Bulgarian,geographic,country,0.9,,,,,
1007,Byelorussian,geographic,country,0.9,,,,,
1007,Czech,geographic,country,0.9,,,,,
1007,Dutch,linguistic,language,0.9,,,,,
1007,Estonian,geographic,country,0.9,,,,,
1007,Finnish,linguistic,language,0.9,,,,,
1007,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1007,Georgian,geographic,country,0.9,,,,,
1007,German,linguistic,language,0.9,,,,,
1007,Greek,linguistic,language,0.9,,,,,
1007,Gypsy,ethnic_tribal,group,0.7,,,,,
1007,Indian,geographic,country,0.9,,,,,
1007,Iranian,geographic,country,0.9,,,,,
1007,Iraqi,geographic,country,0.9,,,,,
1007,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1007,Italian,linguistic,language,0.9,,,,,
1007,Jewish,religious,religion,0.9,,,,,
